id	name	formula	charge	inchikey	smiles	deltag	kegg id	ms id
xcpd__13017_c0		C29H41O4PS2						
xcpd__13018_c0		C29H41O4PS2						
xcpd__13020_c0		C28H36O11						
xcpd__13022_c0		C25H41O11P						
xcpd__13023_c0		C29H41O8P						
xcpd__13024_c0		C29H40O10						
xcpd__13025_c0		C32H41N2O2PS						
xcpd__13026_c0		C26H45O10P						
xcpd__13027_c0		C30H44O9						
xcpd__13028_c0		C33H45N2OPS						
xcpd__13029_c0		C17H16N3O16P						
xcpd__13031_c0		C24H23NO14						
xcpd__13033_c0		C25H27NO13						
xcpd__13034_c0		C25H27NO13						
xcpd__13037_c0		C26H32NO8PS						
xcpd__13038_c0		C26H31NO12						
xcpd__13039_c0		C26H31NO12						
xcpd__13040_c0		C31H36NO2PS2						
xcpd__13042_c0		C27H35NO11						
xcpd__13051_c0		C24H22O15						
xcpd__13052_c0		C24H22O15						
xcpd__13053_c0		C21H27O15P						
xcpd__13055_c0		C25H26O14						
xcpd__13058_c0		C26H30O13						
xcpd__13060_c0		C24H39O8PS2						
xcpd__13062_c0		C28H39O5PS2						
xcpd__13063_c0		C28H39O5PS2						
xcpd__13064_c0		C23H38N2O9S2						
xcpd__13065_c0		C23H38N2O9S2						
xcpd__13066_c0		C27H34O12						
xcpd__13067_c0		C24H39O12P						
xcpd__13068_c0		C28H39O9P						
xcpd__13069_c0		C29H43O4PS2						
xcpd__13070_c0		C28H38O11						
xcpd__13071_c0		C29H43O8P						
xcpd__13072_c0		C29H43O8P						
xcpd__13074_c0		C29H42O10						
xcpd__13075_c0		C29H42O10						
xcpd__13076_c0		C30H46O9						
xcpd__13077_c0		C26H22N3O7PS						
xcpd__13078_c0		C16H29N3O16S						
xcpd__13080_c0		C29H30NO4PS2						
xcpd__13081_c0		C25H29NO13						
xcpd__13082_c0		C25H29NO13						
xcpd__13085_c0		C26H33NO12						
xcpd__13089_c0		C29H33N3O6S						
xcpd__13090_c0		C19H41N3O13S						
xcpd__13101_c0		C23H20O16						
xcpd__13102_c0		C23H20O16						
xcpd__13103_c0		C24H24O11S2						
xcpd__13104_c0		C24H24O15						
xcpd__13106_c0		C39H21O2P						
xcpd__13108_c0		C25H28O14						
xcpd__13109_c0		C22H33O14P						
xcpd__13110_c0		C23H37O9PS2						
xcpd__13111_c0		C40H25OP						
xcpd__13112_c0		C30H24N4O7						
xcpd__13114_c0		C27H37O6PS2						
xcpd__13115_c0		C26H32O13						
xcpd__13116_c0		C30H32O10						
xcpd__13117_c0		C31H36O5S2						
xcpd__13118_c0		C27H37O10P						
xcpd__13119_c0		C33H33N2O4P						
xcpd__13120_c0		C27H36O12						
xcpd__13121_c0		C30H37N2O4PS						
xcpd__13122_c0		C20H44N2O11S2						
xcpd__13123_c0		C28H41O9P						
xcpd__13124_c0		C28H41O9P						
xcpd__13125_c0		C28H40O11						
xcpd__13126_c0		C28H40O11						
xcpd__13128_c0		C29H45O8P						
xcpd__13129_c0		C29H44O10						
xcpd__13130_c0		C29H44O10						
xcpd__13131_c0		C32H45N2O2PS						
xcpd__13134_c0		C24H27NO14						
xcpd__13139_c0		C16H32N3O16P						
xcpd__13140_c0		C25H31NO13						
xcpd__13143_c0		C28H31N3O7S						
xcpd__13145_c0		C29H36N3O4PS						
xcpd__13151_c0		C23H22O16						
xcpd__13152_c0		C24H26O11S2						
xcpd__13153_c0		C27H22O13						
xcpd__13154_c0		C28H26O8S2						
xcpd__13155_c0		C25H31O8PS2						
xcpd__13156_c0		C24H26O15						
xcpd__13158_c0		C28H26O12						
xcpd__13159_c0		C31H27N2O4PS						
xcpd__13161_c0		C25H30O14						
xcpd__13162_c0		C26H35O11P						
xcpd__13163_c0		C26H34O13						
xcpd__13164_c0		C30H34O10						
xcpd__13165_c0		C31H38O5S2						
xcpd__13166_c0		C20H43O13PS						
xcpd__13167_c0		C27H39O10P						
xcpd__13168_c0		C27H38O12						
xcpd__13172_c0		C18H42N4O15						
xcpd__13173_c0		C28H42O11						
xcpd__13174_c0		C28H42O11						
xcpd__13175_c0		C29H47O8P						
xcpd__13177_c0		C28H30NO5PS2						
xcpd__13178_c0		C24H29NO14						
xcpd__13185_c0		C25H33NO13						
xcpd__13187_c0		C28H33N3O7S						
xcpd__13189_c0		C29H38N3O4PS						
xcpd__13195_c0		C29H49NO5S2						
xcpd__13201_c0		C15H28N2O16S2						
xcpd__13202_c0		C23H24O16						
xcpd__13203_c0		C27H24O13						
xcpd__13204_c0		C30H25N2O5PS						
xcpd__13206_c0		C24H28O15						
xcpd__13207_c0		C28H28O12						
xcpd__13208_c0		C39H25O2P						
xcpd__13210_c0		C26H37O7PS2						
xcpd__13211_c0		C25H32O14						
xcpd__13212_c0		C36H28O6						
xcpd__13213_c0		C37H32OS2						
xcpd__13214_c0		C29H32O11						
xcpd__13215_c0		C30H36O6S2						
xcpd__13216_c0		C26H37O11P						
xcpd__13217_c0		C26H36O13						
xcpd__13218_c0		C37H32O5						
xcpd__13221_c0		C30H36O10						
xcpd__13222_c0		C31H40O5S2						
xcpd__13225_c0		C27H40O12						
xcpd__13226_c0		C30H41N2O4PS						
xcpd__13227_c0		C38H36O4						
xcpd__13228_c0		C28H45O9P						
xcpd__13231_c0		C29H49O6PS						
xcpd__13233_c0		C29H49O8P						
xcpd__13235_c0		C38H52O3						
xcpd__13241_c0		C23H27NO15						
xcpd__13244_c0		C24H31NO14						
xcpd__13245_c0		C24H31NO14						
xcpd__13246_c0		C29H36NO4PS2						
xcpd__13248_c0		C38H27N3O2						
xcpd__13251_c0		C26H39NO12						
xcpd__13252_c0		C26H39NO12						
xcpd__13259_c0		C22H22O17						
xcpd__13260_c0		C26H22O14						
xcpd__13261_c0		C29H23N2O6PS						
xcpd__13262_c0		C24H31O9PS2						
xcpd__13263_c0		C23H26O16						
xcpd__13264_c0		C26H27N2O8PS						
xcpd__13265_c0		C27H26O13						
xcpd__13266_c0		C30H27N2O5PS						
xcpd__13268_c0		C24H30O15						
xcpd__13269_c0		C27H31N2O7PS						
xcpd__13270_c0		C35H26O7						
xcpd__13271_c0		C17H39N2O12PS2						
xcpd__13273_c0		C28H30O12						
xcpd__13274_c0		C29H34O7S2						
xcpd__13276_c0		C25H34O14						
xcpd__13280_c0		C37H34OS2						
xcpd__13281_c0		C29H34O11						
xcpd__13282_c0		C30H38O6S2						
xcpd__13285_c0		C16H38N4O17						
xcpd__13286_c0		C26H38O13						
xcpd__13287_c0		C29H39N2O5PS						
xcpd__13288_c0		C37H34O5						
xcpd__13291_c0		C30H38O10						
xcpd__13292_c0		C33H39N2O2PS						
xcpd__13294_c0		C27H43O10P						
xcpd__13296_c0		C27H42O12						
xcpd__13298_c0		C28H47O9P						
xcpd__13300_c0		C29H51O4PS2						
xcpd__13301_c0		C29H51O8P						
xcpd__13323_c0		C31H17N3O6S						
xcpd__13324_c0		C18H25NO17S						
xcpd__13326_c0		C17H25N3O16S						
xcpd__13327_c0		C25H21NO14						
xcpd__13329_c0		C31H30NO3PS2						
xcpd__13332_c0		C18H29N3O17						
xcpd__13333_c0		C23H29NO15						
xcpd__13334_c0		C23H29NO15						
xcpd__13335_c0		C19H33N3O14S						
xcpd__13336_c0		C27H29NO12						
xcpd__13337_c0		C19H34N3O14P						
xcpd__13339_c0		C26H29N3O11						
xcpd__13341_c0		C24H33NO14						
xcpd__13342_c0		C29H38NO4PS2						
xcpd__13343_c0		C27H33N3O8S						
xcpd__13344_c0		C28H33NO11						
xcpd__13345_c0		C29H37NO6S2						
xcpd__13347_c0		C29H38NO6PS						
xcpd__13349_c0		C38H29N3O2						
xcpd__13355_c0		C27H45NO7S2						
xcpd__13356_c0		C32H37N3O6						
xcpd__13357_c0		C27H49N3O5S2						
xcpd__13362_c0		C36H65NO3						
xcpd__13376_c0		C35H13O6P						
xcpd__13379_c0		C15H29O16PS2						
xcpd__13380_c0		C21H25N2O10PS2						
xcpd__13381_c0		C25H20O15						
xcpd__13383_c0		C22H24O17						
xcpd__13384_c0		C26H24O14						
xcpd__13385_c0		C29H25N2O6PS						
xcpd__13387_c0		C24H33O9PS2						
xcpd__13388_c0		C27H28O11S						
xcpd__13389_c0		C23H28O16						
xcpd__13390_c0		C26H29N2O8PS						
xcpd__13395_c0		C25H37O8PS2						
xcpd__13396_c0		C24H32O15						
xcpd__13397_c0		C27H33N2O7PS						
xcpd__13399_c0		C35H28O7						
xcpd__13400_c0		C36H32O2S2						
xcpd__13401_c0		C28H32O12						
xcpd__13402_c0		C31H33N2O4PS						
xcpd__13403_c0		C15H36N4O18						
xcpd__13404_c0		C26H41O7PS2						
xcpd__13405_c0		C28H37N2O6PS						
xcpd__13407_c0		C37H36OS2						
xcpd__13408_c0		C29H36O11						
xcpd__13409_c0		C32H37N2O3PS						
xcpd__13410_c0		C22H40O16						
xcpd__13411_c0		C25H41N2O8PS						
xcpd__13413_c0		C27H45O6PS2						
xcpd__13414_c0		C30H40O10						
xcpd__13415_c0		C33H41N2O2PS						
xcpd__13417_c0		C34H45N2OPS						
xcpd__13424_c0		C17H23NO18S						
xcpd__13428_c0		C26H27NO13						
xcpd__13431_c0		C28H35NO7S2						
xcpd__13438_c0		C25H14N4O10S						
xcpd__13439_c0		C24H18O16						
xcpd__13440_c0		C27H19N2O8PS						
xcpd__13441_c0		C35H15O6P						
xcpd__13443_c0		C25H22O15						
xcpd__13444_c0		C25H22O15						
xcpd__13445_c0		C36H19O5P						
xcpd__13446_c0		C22H27O15P						
xcpd__13447_c0		C26H26O14						
xcpd__13448_c0		C26H26O14						
xcpd__13449_c0		C27H30O9S2						
xcpd__13451_c0		C24H35O9PS2						
xcpd__13452_c0		C35H30O3S2						
xcpd__13453_c0		C27H30O13						
xcpd__13455_c0		C35H30O7						
xcpd__13457_c0		C25H39O10PS						
xcpd__13458_c0		C28H34O12						
xcpd__13459_c0		C25H39O12P						
xcpd__13460_c0		C29H38O11						
xcpd__13461_c0		C26H43O11P						
xcpd__13463_c0		C30H42O10						
xcpd__13464_c0		C33H43N2O2PS						
xcpd__13466_c0		C18H18N3O16P						
xcpd__13468_c0		C17H29N3O16S						
xcpd__13469_c0		C26H29NO13						
xcpd__13470_c0		C26H29NO13						
xcpd__13473_c0		C25H29N3O12						
xcpd__13474_c0		C27H33NO12						
xcpd__13475_c0		C27H33NO12						
xcpd__13476_c0		C28H37NO7S2						
xcpd__13479_c0		C38H29NO4						
xcpd__13485_c0		C24H20O16						
xcpd__13486_c0		C25H24O15						
xcpd__13487_c0		C26H28O10S2						
xcpd__13489_c0		C19H33O15PS						
xcpd__13490_c0		C26H28O14						
xcpd__13492_c0		C24H37O9PS2						
xcpd__13495_c0		C27H32O13						
xcpd__13496_c0		C25H41O8PS2						
xcpd__13497_c0		C39H32O2S						
xcpd__13499_c0		C29H41O5PS2						
xcpd__13500_c0		C28H36O12						
xcpd__13503_c0		C29H40O11						
xcpd__13504_c0		C32H41N2O3PS						
xcpd__13505_c0		C30H44O10						
xcpd__13506_c0		C30H44O10						
xcpd__13507_c0		C24H23NO15						
xcpd__13508_c0		C25H27NO14						
xcpd__13511_c0		C26H31NO13						
xcpd__13512_c0		C26H31NO13						
xcpd__13513_c0		C31H36NO3PS2						
xcpd__13516_c0		C19H39N3O14S						
xcpd__13518_c0		C27H35NO12						
xcpd__13519_c0		C32H40NO2PS2						
xcpd__13521_c0		C33H44NOPS2						
xcpd__13523_c0		C24H22O16						
xcpd__13524_c0		C24H22O16						
xcpd__13525_c0		C25H26O11S2						
xcpd__13526_c0		C25H26O15						
xcpd__13527_c0		C26H30O14						
xcpd__13531_c0		C27H34O13						
xcpd__13534_c0		C28H38O12						
xcpd__13535_c0		C21H46N2O11S2						
xcpd__13536_c0		C29H43O9P						
xcpd__13538_c0		C29H42O11						
xcpd__13539_c0		C32H43N2O3PS						
xcpd__13540_c0		C30H47O8P						
xcpd__13541_c0		C33H47N2O2PS						
xcpd__13542_c0		C34H63O4P						
xcpd__13543_c0		C24H25NO15						
xcpd__13545_c0		C25H29NO14						
xcpd__13546_c0		C26H33NO9S2						
xcpd__13549_c0		C26H33NO13						
xcpd__13550_c0		C27H37NO8S2						
xcpd__13551_c0		C27H37NO8S2						
xcpd__13553_c0		C29H33N3O7S						
xcpd__13554_c0		C27H37NO12						
xcpd__13555_c0		C30H38N3O4PS						
xcpd__13561_c0		C24H24O16						
xcpd__13562_c0		C27H25N2O8PS						
xcpd__13563_c0		C31H25N2O5PS						
xcpd__13564_c0		C29H29O8PS						
xcpd__13565_c0		C29H29O8PS						
xcpd__13566_c0		C25H28O15						
xcpd__13569_c0		C26H32O14						
xcpd__13570_c0		C31H36O6S2						
xcpd__13572_c0		C28H41O6PS2						
xcpd__13573_c0		C27H36O13						
xcpd__13574_c0		C28H40O10S						
xcpd__13576_c0		C28H41O10P						
xcpd__13577_c0		C28H40O12						
xcpd__13578_c0		C31H41N2O4PS						
xcpd__13579_c0		C29H45O9P						
xcpd__13580_c0		C29H44O11						
xcpd__13581_c0		C32H45N2O3PS						
xcpd__13582_c0		C30H49O8P						
xcpd__13583_c0		C27H52O12						
xcpd__13586_c0		C34H65O2PS						
xcpd__13589_c0		C24H27NO15						
xcpd__13591_c0		C25H31NO14						
xcpd__13592_c0		C25H31NO14						
xcpd__13593_c0		C30H36NO4PS2						
xcpd__13595_c0		C26H35NO13						
xcpd__13599_c0		C27H39NO12						
xcpd__13604_c0		C23H22O17						
xcpd__13605_c0		C24H26O12S2						
xcpd__13606_c0		C27H22O14						
xcpd__13607_c0		C24H26O16						
xcpd__13608_c0		C28H26O13						
xcpd__13609_c0		C39H23O3P						
xcpd__13612_c0		C25H30O15						
xcpd__13613_c0		C25H30O15						
xcpd__13614_c0		C29H30O12						
xcpd__13615_c0		C29H30O12						
xcpd__13616_c0		C40H27O2P						
xcpd__13620_c0		C26H34O14						
xcpd__13621_c0		C26H34O14						
xcpd__13622_c0		C30H34O11						
xcpd__13623_c0		C31H38O6S2						
xcpd__13624_c0		C27H39O11P						
xcpd__13627_c0		C27H38O13						
xcpd__13628_c0		C27H38O13						
xcpd__13629_c0		C38H34O5						
xcpd__13631_c0		C28H43O10P						
xcpd__13632_c0		C18H42N4O16						
xcpd__13633_c0		C28H42O12						
xcpd__13634_c0		C28H42O12						
xcpd__13635_c0		C31H42N2O8						
xcpd__13636_c0		C29H47O9P						
xcpd__13638_c0		C21H33NO13S2						
xcpd__13639_c0		C24H29NO15						
xcpd__13640_c0		C28H29NO12						
xcpd__13641_c0		C25H33NO14						
xcpd__13642_c0		C25H33NO14						
xcpd__13643_c0		C26H37NO9S2						
xcpd__13646_c0		C26H37NO13						
xcpd__13653_c0		C23H24O17						
xcpd__13654_c0		C21H33O12PS2						
xcpd__13656_c0		C16H32N2O16S2						
xcpd__13657_c0		C24H29O14P						
xcpd__13659_c0		C16H32N2O18S						
xcpd__13660_c0		C24H28O16						
xcpd__13661_c0		C27H29N2O8PS						
xcpd__13663_c0		C28H28O13						
xcpd__13664_c0		C28H28O13						
xcpd__13667_c0		C26H37O8PS2						
xcpd__13668_c0		C25H32O15						
xcpd__13669_c0		C28H33N2O7PS						
xcpd__13670_c0		C17H37N2O17P						
xcpd__13671_c0		C36H28O7						
xcpd__13672_c0		C37H32O2S2						
xcpd__13673_c0		C29H32O12						
xcpd__13674_c0		C30H36O7S2						
xcpd__13676_c0		C26H36O14						
xcpd__13678_c0		C37H32O6						
xcpd__13680_c0		C30H36O11						
xcpd__13681_c0		C31H40O6S2						
xcpd__13682_c0		C31H40O6S2						
xcpd__13683_c0		C17H40N4O17						
xcpd__13685_c0		C27H40O13						
xcpd__13686_c0		C30H41N2O5PS						
xcpd__13688_c0		C31H40O10						
xcpd__13691_c0		C39H40O4						
xcpd__13692_c0		C29H49O9P						
xcpd__13693_c0		C30H53O4PS2						
xcpd__13694_c0		C29H19NO10S						
xcpd__13695_c0		C21H24N3O12PS						
xcpd__13700_c0		C24H31NO15						
xcpd__13703_c0		C25H35NO14						
xcpd__13705_c0		C26H39NO13						
xcpd__13708_c0		C24H18N2O15						
xcpd__13710_c0		C32H19N2O7P						
xcpd__13712_c0		C26H22O15						
xcpd__13713_c0		C23H26O15S						
xcpd__13720_c0		C27H26O14						
xcpd__13721_c0		C27H26O14						
xcpd__13722_c0		C20H30O19						
xcpd__13725_c0		C25H35O9PS2						
xcpd__13726_c0		C24H30O16						
xcpd__13727_c0		C28H30O13						
xcpd__13728_c0		C29H34O8S2						
xcpd__13729_c0		C26H39O8PS2						
xcpd__13730_c0		C26H39O8PS2						
xcpd__13731_c0		C28H35N2O7PS						
xcpd__13733_c0		C37H34O2S2						
xcpd__13734_c0		C29H34O12						
xcpd__13735_c0		C30H38O7S2						
xcpd__13736_c0		C16H38N4O18						
xcpd__13737_c0		C27H43O7PS2						
xcpd__13738_c0		C26H38O14						
xcpd__13739_c0		C38H38OS2						
xcpd__13740_c0		C30H38O11						
xcpd__13741_c0		C31H42O6S2						
xcpd__13743_c0		C28H47O6PS2						
xcpd__13744_c0		C31H42O10						
xcpd__13745_c0		C34H43N2O2PS						
xcpd__13747_c0		C29H51O5PS2						
xcpd__13750_c0		C18H25NO18S						
xcpd__13752_c0		C19H29NO17S						
xcpd__13753_c0		C40H17NO4						
xcpd__13755_c0		C26H30N3O8PS						
xcpd__13756_c0		C27H29NO13						
xcpd__13759_c0		C23H17N2O14P						
xcpd__13760_c0		C15H29O17PS2						
xcpd__13761_c0		C34H12N2O8						
xcpd__13764_c0		C26H24O15						
xcpd__13765_c0		C26H24O15						
xcpd__13766_c0		C37H21O5P						
xcpd__13767_c0		C19H28O20						
xcpd__13768_c0		C20H32O15S2						
xcpd__13770_c0		C27H28O14						
xcpd__13772_c0		C25H37O9PS2						
xcpd__13773_c0		C37H24N2O5						
xcpd__13774_c0		C36H32O3S2						
xcpd__13775_c0		C28H32O13						
xcpd__13777_c0		C26H41O8PS2						
xcpd__13778_c0		C26H41O10PS						
xcpd__13779_c0		C29H36O12						
xcpd__13780_c0		C29H36O12						
xcpd__13781_c0		C26H41O12P						
xcpd__13782_c0		C30H40O11						
xcpd__13783_c0		C33H41N2O3PS						
xcpd__13785_c0		C31H44O10						
xcpd__13787_c0		C38H11NO6						
xcpd__13789_c0		C25H23NO15						
xcpd__13791_c0		C27H31NO13						
xcpd__13792_c0		C30H32N3O5PS						
xcpd__13796_c0		C40H35NO3						
xcpd__13799_c0		C33H10N2O9						
xcpd__13801_c0		C15H23N4O18P						
xcpd__13802_c0		C25H22O16						
xcpd__13803_c0		C26H26O11S2						
xcpd__13804_c0		C36H19O6P						
xcpd__13805_c0		C26H26O13S						
xcpd__13806_c0		C22H31N2O10PS2						
xcpd__13808_c0		C26H26O15						
xcpd__13809_c0		C27H30O10S2						
xcpd__13811_c0		C27H30O14						
xcpd__13813_c0		C28H34O13						
xcpd__13814_c0		C29H38O12						
xcpd__13815_c0		C32H39N2O4PS						
xcpd__13816_c0		C30H42O11						
xcpd__13817_c0		C30H42O11						
xcpd__13819_c0		C38H13NO6						
xcpd__13821_c0		C26H29NO14						
xcpd__13829_c0		C24H12N4O12S						
xcpd__13831_c0		C25H24O16						
xcpd__13832_c0		C26H28O11S2						
xcpd__13833_c0		C30H28O8S2						
xcpd__13834_c0		C26H28O15						
xcpd__13835_c0		C27H32O10S2						
xcpd__13836_c0		C27H32O14						
xcpd__13837_c0		C27H32O14						
xcpd__13840_c0		C29H41O6PS2						
xcpd__13841_c0		C28H36O13						
xcpd__13844_c0		C29H40O12						
xcpd__13845_c0		C32H41N2O4PS						
xcpd__13846_c0		C30H44O11						
xcpd__13847_c0		C33H45N2O3PS						
xcpd__13848_c0		C31H48O6S2						
xcpd__13852_c0		C27H35NO13						
xcpd__13855_c0		C28H39NO12						
xcpd__13856_c0		C31H40N3O4PS						
xcpd__13858_c0		C24H22O17						
xcpd__13859_c0		C25H26O16						
xcpd__13860_c0		C28H27N2O8PS						
xcpd__13861_c0		C40H23O3P						
xcpd__13862_c0		C26H30O15						
xcpd__13863_c0		C26H30O15						
xcpd__13864_c0		C31H26N4O8						
xcpd__13866_c0		C28H39O7PS2						
xcpd__13867_c0		C27H34O14						
xcpd__13868_c0		C27H34O14						
xcpd__13869_c0		C31H34O11						
xcpd__13870_c0		C28H38O11S						
xcpd__13871_c0		C28H39O11P						
xcpd__13872_c0		C29H43O6PS2						
xcpd__13873_c0		C34H35N2O5P						
xcpd__13875_c0		C28H38O13						
xcpd__13876_c0		C31H39N2O5PS						
xcpd__13878_c0		C39H34O5						
xcpd__13879_c0		C31H39N2O7P						
xcpd__13881_c0		C29H43O10P						
xcpd__13882_c0		C19H42N4O16						
xcpd__13883_c0		C30H47O5PS2						
xcpd__13884_c0		C29H42O12						
xcpd__13885_c0		C29H42O12						
xcpd__13886_c0		C30H46O11						
xcpd__13887_c0		C30H34NO5PS2						
xcpd__13888_c0		C26H33NO14						
xcpd__13894_c0		C24H24O17						
xcpd__13895_c0		C25H28O12S2						
xcpd__13896_c0		C28H24O14						
xcpd__13897_c0		C26H33O9PS2						
xcpd__13898_c0		C25H28O16						
xcpd__13899_c0		C26H32O11S2						
xcpd__13900_c0		C29H28O13						
xcpd__13902_c0		C27H37O8PS2						
xcpd__13903_c0		C26H32O15						
xcpd__13904_c0		C27H36O10S2						
xcpd__13907_c0		C27H36O14						
xcpd__13908_c0		C27H36O14						
xcpd__13909_c0		C31H36O11						
xcpd__13910_c0		C32H40O6S2						
xcpd__13911_c0		C32H40O6S2						
xcpd__13912_c0		C28H41O11P						
xcpd__13913_c0		C29H45O6PS2						
xcpd__13914_c0		C28H40O13						
xcpd__13915_c0		C31H41N2O5PS						
xcpd__13916_c0		C33H44O5S2						
xcpd__13917_c0		C29H45O10P						
xcpd__13918_c0		C19H44N4O16						
xcpd__13920_c0		C29H44O12						
xcpd__13921_c0		C30H49O9P						
xcpd__13925_c0		C26H35NO14						
xcpd__13928_c0		C19H27N2O15PS						
xcpd__13930_c0		C23H26N2O14S						
xcpd__13931_c0		C24H26O17						
xcpd__13932_c0		C25H30O12S2						
xcpd__13933_c0		C17H34N2O16S2						
xcpd__13934_c0		C27H27N2O11P						
xcpd__13935_c0		C26H35O9PS2						
xcpd__13936_c0		C25H30O16						
xcpd__13937_c0		C26H34O11S2						
xcpd__13940_c0		C29H30O13						
xcpd__13941_c0		C30H34O8S2						
xcpd__13942_c0		C26H35O13P						
xcpd__13943_c0		C27H39O8PS2						
xcpd__13944_c0		C26H34O15						
xcpd__13945_c0		C27H38O10S2						
xcpd__13946_c0		C37H30O7						
xcpd__13947_c0		C30H34O12						
xcpd__13948_c0		C31H38O7S2						
xcpd__13950_c0		C28H43O7PS2						
xcpd__13951_c0		C27H38O14						
xcpd__13952_c0		C31H38O11						
xcpd__13953_c0		C32H42O6S2						
xcpd__13954_c0		C18H42N4O17						
xcpd__13956_c0		C28H42O13						
xcpd__13957_c0		C39H38O5						
xcpd__13959_c0		C29H47O10P						
xcpd__13960_c0		C30H51O5PS2						
xcpd__13961_c0		C21H33NO14S2						
xcpd__13966_c0		C29H38N3O6PS						
xcpd__13973_c0		C27H24O15						
xcpd__13975_c0		C16H32N2O17S2						
xcpd__13979_c0		C21H32O17S						
xcpd__13981_c0		C28H28O14						
xcpd__13982_c0		C31H29N2O6PS						
xcpd__13983_c0		C21H32O19						
xcpd__13984_c0		C21H32O19						
xcpd__13985_c0		C24H33N2O11PS						
xcpd__13987_c0		C38H24N2O5						
xcpd__13988_c0		C25H32O16						
xcpd__13989_c0		C21H36N2O15S						
xcpd__13990_c0		C29H32O13						
xcpd__13991_c0		C32H33N2O5PS						
xcpd__13993_c0		C26H36O15						
xcpd__13994_c0		C27H40O10S2						
xcpd__13995_c0		C38H36O2S2						
xcpd__13996_c0		C30H36O12						
xcpd__13997_c0		C31H40O7S2						
xcpd__13998_c0		C17H40N4O18						
xcpd__13999_c0		C28H45O7PS2						
xcpd__14000_c0		C27H40O14						
xcpd__14002_c0		C31H40O11						
xcpd__14003_c0		C32H44O6S2						
xcpd__14005_c0		C29H49O6PS2						
xcpd__14006_c0		C32H44O10						
xcpd__14007_c0		C29H49O10P						
xcpd__14008_c0		C30H53O5PS2						
xcpd__14013_c0		C25H35NO15						
xcpd__14015_c0		C21H40N3O14P						
xcpd__14017_c0		C34H72NO4P						
xcpd__14020_c0		C29H23N2O8PS						
xcpd__14022_c0		C24H31O11PS2						
xcpd__14024_c0		C27H26O15						
xcpd__14025_c0		C30H27N2O7PS						
xcpd__14026_c0		C28H30O10S2						
xcpd__14027_c0		C33H22N2O9						
xcpd__14028_c0		C21H34O15S2						
xcpd__14029_c0		C27H31N2O9PS						
xcpd__14030_c0		C28H30O14						
xcpd__14031_c0		C28H30O14						
xcpd__14033_c0		C25H35O14P						
xcpd__14034_c0		C23H35N4O12P						
xcpd__14035_c0		C29H34O13						
xcpd__14036_c0		C26H39O13P						
xcpd__14037_c0		C27H43O8PS2						
xcpd__14038_c0		C30H38O12						
xcpd__14039_c0		C30H38O12						
xcpd__14041_c0		C27H43O12P						
xcpd__14042_c0		C31H42O11						
xcpd__14050_c0		C21H26N3O15P						
xcpd__14051_c0		C27H29NO10S2						
xcpd__14052_c0		C19H29NO20						
xcpd__14053_c0		C19H29NO20						
xcpd__14054_c0		C19H33N3O16S						
xcpd__14055_c0		C28H33NO13						
xcpd__14057_c0		C29H37NO12						
xcpd__14060_c0		C26H16N4O11S						
xcpd__14061_c0		C38H12N2O6						
xcpd__14063_c0		C21H25N2O16P						
xcpd__14064_c0		C29H25N2O8PS						
xcpd__14065_c0		C27H28O11S2						
xcpd__14066_c0		C27H28O13S						
xcpd__14068_c0		C27H28O15						
xcpd__14069_c0		C28H32O10S2						
xcpd__14070_c0		C28H32O14						
xcpd__14071_c0		C31H33N2O6PS						
xcpd__14073_c0		C29H36O13						
xcpd__14075_c0		C27H45O8PS2						
xcpd__14077_c0		C30H40O12						
xcpd__14078_c0		C33H41N2O4PS						
xcpd__14079_c0		C31H44O11						
xcpd__14080_c0		C34H45N2O3PS						
xcpd__14086_c0		C29H39NO8S2						
xcpd__14088_c0		C31H35N3O7S						
xcpd__14091_c0		C25H14N4O12S						
xcpd__14093_c0		C25H22O17						
xcpd__14095_c0		C26H26O16						
xcpd__14096_c0		C27H30O11S2						
xcpd__14097_c0		C27H30O11S2						
xcpd__14098_c0		C19H34N2O17S						
xcpd__14099_c0		C27H30O15						
xcpd__14100_c0		C28H34O10S2						
xcpd__14101_c0		C33H30N4O5S						
xcpd__14102_c0		C28H34O14						
xcpd__14103_c0		C31H35N2O6PS						
xcpd__14107_c0		C19H38N4O17						
xcpd__14108_c0		C30H43O6PS2						
xcpd__14110_c0		C29H38O13						
xcpd__14111_c0		C32H39N2O5PS						
xcpd__14114_c0		C30H42O12						
xcpd__14115_c0		C33H43N2O4PS						
xcpd__14116_c0		C41H39O2P						
xcpd__14117_c0		C31H46O11						
xcpd__14118_c0		C18H18N3O18P						
xcpd__14121_c0		C28H37NO13						
xcpd__14124_c0		C24H12N4O13S						
xcpd__14125_c0		C25H24O17						
xcpd__14127_c0		C32H25N2O6PS						
xcpd__14128_c0		C26H28O16						
xcpd__14129_c0		C27H32O11S2						
xcpd__14130_c0		C27H32O11S2						
xcpd__14131_c0		C41H25O3P						
xcpd__14133_c0		C27H33O13P						
xcpd__14134_c0		C40H24N2O4						
xcpd__14135_c0		C27H32O15						
xcpd__14137_c0		C28H37O12P						
xcpd__14138_c0		C29H41O7PS2						
xcpd__14139_c0		C28H36O14						
xcpd__14141_c0		C29H41O11P						
xcpd__14142_c0		C30H45O6PS2						
xcpd__14143_c0		C29H40O13						
xcpd__14144_c0		C32H41N2O5PS						
xcpd__14146_c0		C32H41N2O7P						
xcpd__14147_c0		C30H45O10P						
